1919,贴,tiē,外来
1920,板,bǎn,
1921,仪式,yí shì,
1922,咱,zá  / zán / zan,
1923,理,lǐ,
1924,妻子,qī zǐ,
1925,结婚,jié hūn,
1926,看法,kàn fǎ,
1927,立场,lì chǎng,外来
1928,角度,jiǎo dù,
1929,日前,rì qián,佛源
1930,职务,zhí wù,
1931,交给,jiāo gěi,
1932,实力,shí lì,
1933,救,jiù,
1934,准确,zhǔn què,
1935,吧,bā  / ba,
1936,布,bù,
1937,成长,chéng zhǎng,
1938,凭,píng,
1939,俄,é,
1940,春节,chūn jié,
1941,跟着,gēn zhe,
1942,产,chǎn,
1943,众,zhòng,
1944,姓,xìng,
1945,盘,pán,
1946,带领,dài lǐng,
1947,枚,méi,
1948,赶,gǎn,
1949,软件,ruǎn jiàn,
1950,甚,shèn shén,
1951,家长,jiā zhǎng,
1952,临时,lín shí,
1953,邀请,yāo qǐng,
1954,发言,fā yán,
1955,谋,móu,
1956,以外,yǐ wài,
1957,巩固,gǒng gù,
1958,划,huá,
1959,立法,lì fǎ,
1960,感动,gǎn dòng,
1961,树立,shù lì,
1962,渐渐,jiàn jiàn,
1963,形,xíng,
1964,途径,tú jìng,
